
190,3,177,
3762,,7,
,,19,
,,1,
6797,,5,
9,18,300,
1,,6,
2,,45,
,1,,
24,,19,
4,25,,
,,9,
1,,9,
4,19,200,
1,1,2,
,1,15,
5,31,,
,,28,
151,616,,
,31,,
,,1,
22,61,652,
4,379,,
8,95,,
9,,432,
,6,,
,,10,
,,11,
18,,18,
282,1,19,
2530,,114,
10647,1,7,
36,1,22,
2,553,,
53,,29,
1,,76,
,,12,
,14,,
13,212,,
1,5,46,
50,48,318,
1375,2,62,
54,,1194,
86386,,,2
7,9,,
9370,1,140,
1,,14,
,1,,
,3,,
,,11,
3,15,66,
,,144,
68,1,108,
1,3,35,
787,81,221,
2,12,24,
,3,23,
4,4,95,
,,32,
1,32,,
5182,21,123,
,,,
56,,4921,
2,,123,
3715,29,241,
75,805,,
5,3,54,
11,188,,
8564,7,118,
16,192,,
9,9,278,
23,7,160,
1,47,,
796,,1826,
357,19,93,
27,,267,
,1,100,
2,2388,,
2,17,,
104,1,174,
,111,,
,9,,
10,,822,
2492,31,144,
307,18,89,
6,9,62,
1574,5,35,
,9,289,
1,3,20,
14,31,,
,7,,
3,36,,
3,,63,
2,,4,
6,543,,
7,25,22,
1,,6,
,2,187,
2,2,28,
6927,2,68,
1,175,,
8,21,,
,7,,
2636,2,87,
9,10,636,
,,13,
,2,94,
,2,32,
161,440,,
456,6,9,
54,85,2268,
,,35,
1,3,13,
649,3,20,
4,59,,
,34,,
,68,,
1,2,173,
1,8,,
1,1,11,
30212,19,29,
15,543,,
12109,9,27,
,,9,
2,3,230,
22902,2,54,
58,,24,
25662,21,132,
,3,,
1,15,,
48060,133,988,
2813,1,3,
3,4,34,
13487,26,60,
6,2,5,
2,18,,
18086,1,106,
5,,2,
14,80,,
,,8,
,,38,
,,14,
,1,28,
10,37,,
17413,3,15,
,2,41,
733,,15,
,,1,
19,1,1,
651,,13,1
20,5,,
3,30,,
254,6,98,
,15,,
,173,,
,2,42,
4143,,,
28,66,484,
7,325,,
2,92,,
54,221,,
1,2,83,
16,4,187,
,1,30,
1,2,32,
16,59,112,
,1,28,
43,,4975,
,,,
64,,4939,
39,145,,
4,5,95,
244,5,52,
2,50,,
365,,6,
,3,,
65669,,,
6,,43,
,2,14,
,,3,
2,,83,
6,,685,
,,9,
1,,14,
7,4961,,
,9,,
53017,4,59,
,12,,
82,2,2597,
1,23,,
285,1,138,
4,105,,
,10,,
91712,2,55,1
1,81,,
1,21,,
70,,4200,
193,,2,
1,18,,
,8,55,
2,70,,
2760,,,
213,1,4,
76,68,169,
,24,,
572,,5,
8821,2,117,
21,5,76,
,,3,
,4,85,
9,1,90,
5,3,94,
4,2,96,
,8,,
,12,21,
45,21,2796,
,1144,,
20,30,244,
2,14,,
23,326,1387,
1,6,26,
2,22,83,
9,5,13,
1,,30,
88,15,237,
,,,
15,265,,
29,1,66,
8,,29,
,1169,,
832,1,787,
11,8,870,
4,436,,
,42,,
17,1,1543,
2464,52,754,
,51,,
,4,,
10,5,208,
,,,
6,,15,
4,152,,
3,90,,
1,179,,
671,14,64,
21,6,210,
14,44,,
1,1,,
37921,13,412,1
76304,10,194,
3,1,19,
84,,4968,
43552,6,25,2
5,206,,
230,1172,,
1,,48,
44,14,767,
22,16,138,
,,5,
3,23,112,
118297,86,3238,3
9,22,,
122,1,107,
5520,2,16,
,,1,
3,3,41,
,,12,
6968,15,42,
578,1,70,
6,,,
28619,113,7105,3
246,50,325,
3,151,,
46,341,,
29,16,293,
74,835,,
145,,4935,
18,20,540,
23,3,39,
3650,290,2673,
13,2,89,
6,70,,
78,448,,
4,137,,
,1,,
5,45,1073,
,,4,
10,75,,
2,22,,
,93,,
8310,19,119,
94,258,1821,
27,29,249,
156,35,1783,
,,2,
11,8,45,
,,1,
5,57,,
10,101,392,
,5,,
79,1,4929,
36,,325,
,,4,
14,12,68,
12,150,,
1,,50,
8,368,,
1,1,14,
3,16,,
4,1,22,
19,51,573,
10,198,,
28997,3,57,
85,,2125,
2481,,12,2
2,1,,
2841,70,222,
2,126,,
16,184,1,
15,16,58,
12,130,785,
64,2,8,
,23,,
,1,,
7925,1,4,
1,2,98,
,,6,
131,2781,2,
,10,,
35,30,2739,
96,7,90,
,1,,
32,83,299,
4,255,,
,8,,
2539,,,
61,435,,
72,216,,
2,46,420,
,,9,
,3,29,
8,496,,
,1,31,
12480,2,234,
,,1,
421,24,492,
1,3,,
19413,,,
276,9,35,
577,4,35,
13,11,,
2,1,77,
3,68,,
598,,1,
1,2,54,
7,49,,
5241,,,1
4,6,349,
,13,,
2,1,13,
5,55,,
4,,1034,
8611,16,263,
66,8,69,
4,1,1003,
5,4,183,
1,5,102,
,3,,
57,4,182,
30,3,204,
,1,6,
7,,435,
509,9,72,
10,269,,
21,10,4,
,71,,
,1,15,
,15,,
76,3,197,
341,70,473,
1419,9,109,
6,966,,
1,33,1,
5,,3,
,173,,
5,34,,
3,3,70,
6,17,307,
17,475,1,
1,,1,
1,15,,
2,168,,
2771,236,5000,
,31,,
7,,105,
1602,15,135,
,1959,,
1,36,,
3,158,,
225,15,202,
3,2,23,
21,2,43,
4,149,,
2,,54,
33,3,73,
3,247,,
,37,,
32,2,9,
5,67,,
6,,23,
9,86,,
2,75,,
448,5,42,
9,164,290,
,86,,
1,65,,
5,189,,
2,1,23,
7,38,263,
17,13,86,
4,61,,
46,1,156,
335,3,1241,
7,41,181,
2,3,37,
6,6,152,
39,641,,
6,24,279,
1,10,,
4,42,,
1,27,,
8,,1435,
,2,,
27337,,51,1
57,33,243,
345,1650,,
2,50,,
7240,29,1443,1
20073,14,204,
1667,2,121,
46,28,396,
33,2185,,
450,,3287,
6,,6,
6,59,,
,66,,
6,67,472,
2,2,16,
76,18,3850,
4,2,,
9,150,,
19,1,35,
1,2,,
30,108,3,
22,367,,
12,3,37,
2,107,,
1624,8,689,
29441,5,37,
10,169,,
18,37,318,
,,2,
1,8,,
10,18,,
11,170,,
,20,,
,27,,
56,2,106,
,,30,
142677,,170,1
9,,207,
,254,,
36099,,33,
1,,139,
,,31,
,6,,
6,13,,
1,16,293,
16,8,640,
8,622,,
,2,39,
3,50,,
1,17,,
108,9,267,
4,149,,
,16,,
2,74,,
197,3,152,
12,131,,
2,4,,
,27,,
1,2,99,
18,14,,
10,137,,
2487,7,36,
55,,,
1,,7,
,6,,
,6,,
9,304,1357,
,1,7,
,,3,
,,2,
268,75,255,
,33,,
940,10,1023,
,851,,
,8,,
1,,122,
9,55,,
26,133,,
23,160,,
17,153,,
42247,5,159,1
,,154,
1,27,,
7,53,,
,3,,
,10,,
5,14,90,
11189,4,86,
2,83,,
2,3,103,
,40,,
20,74,148,
,2,128,
71,152,,
4112,,440,
8,20,248,
97,22,2032,
4,,153,
10,,304,
,11,,
,,2,
,4972,,
3,9,43,
6,,2,
11,27,758,
12,8,256,
,14,,
,1,,
,2,,
22,2,252,
8160,,,1
396,8,126,
218,13,28,
3,4,33,
823,18,212,
,1,,
1,,2,
1,14,,
12,58,,
,,3,
3,1,35,
,,2,
2,1,84,
11,135,,
31,60,882,
13,1,39,
370,222,1374,
8,170,,
,117,,
3,23,246,
3,,12,
,1,,
6,5,36,
29,154,1022,
2358,19,1088,
,3,,
15,4325,,
,,162,
6,3,147,
,,,
6,,20,
,596,,
12858,3,429,
6,210,,
46,6,487,
34,3,169,
14,,19,
1,304,,
,,,
1,,6,
4,21,,
56,2,93,
49,120,3046,
,1586,,
,59,,
,150,,
135,42,3302,
3,1091,,
11,55,238,
2021,50,85,
,1089,,
9,,246,
3,55,,
2716,2,4,
26,,26,
4,2,193,
,13,,
6,57,,
2,,9,
409,,,
1132,24,180,
1,,1,
2,2,16,
,16,,
3,,,
,,3,
49,3,56,
16171,33,193,
3,1,4,
,105,,
57,32,79,
23,77,436,
9,3,34,
93,,,
3,,18,
10015,5,11,1
3,15,44,
5,,137,
18,570,,
17,1,21,
105,,,
9,158,,
3,28,,
57,1976,,
459,2,274,
36,27,546,
19,416,,
29,29,448,
1,125,,
334,4,41,
5,28,,
40,290,,
9,248,,
13,273,,
125,15,331,
,63,,
349,317,3622,
2,16,78,
12,10,398,
1,47,69,
414,25,1209,
,,23,
,28,,
1,113,,
50,,4880,
,73,,
1,24,,
5,6,65,
,11,,
289,2,99,
12,6,51,
,,57,
15,24,795,
4,2,30,
628,1,78,
17,496,,
25,17,137,
66,,847,
5,,8,
5,,5,
,8,,
28,192,,
2,10,,
15,7,251,
5,3,19,
13,1,59,
3,,17,
11,6,62,
15,,24,
11,,30,
7,74,1,
14,19,376,
33,79,,
3,2,7,
4,4,2,
234,35,195,
4,110,,
175,511,,
17,4,80,
3,1,27,
12,102,,
454,,1130,
1999,,567,
1,57,,
2,35,,
1,109,,
219,7,84,
5,,3,
7,352,,
4,,15,
5,23,,
1,93,,
10,33,,
,,1,
2,46,,
2,,11,
16188,,20,
,,2,
,,4,
9,4,120,
1,,6,
11,2,938,
8592,1,30,
3,62,,
15988,10,149,
7,117,,
3,36,,
8,60,,
1,,1,
9,68,115,
10758,6,65,
,6,,
9,49,,
17,5,275,
6,13,256,
326,5198,,
,1,109,
1,1,9,
33,346,,
183113,4,185,1
448,,,
11,2,14,
2,219,,
9,,14,
2,,6,
8,124,,
97,,4913,
,1,,
3,65,219,
,83,,
8,18,72,
6,,13,
24,226,,
3,3,7,
13,17,288,
3,,27,
1,38,,
17,115,,
227,16,58,
48,,4965,
6,598,,
2,15,,
432,1,49,
1,1,7,
18,29,317,
2,93,,
11,191,,
,10,,
2995,,49,
54,,4948,
3482,,176,
147,8,191,
,,13,
,3,26,
21,84,139,
18102,48,838,1
,3,,
397,1,73,
,3,6,
62,201,,
69,189,,
,,2,
,,1,
8,28,352,
15,2415,,
,22,,
5,40,74,
1,3,104,
,1,3,
68,3,176,
13,,3,
1,262,,
4,202,,
48,,2,
14,,26,
38,923,,
2,1,8,
748,88,86,
1,75,,
1663,46,280,
275,,116,
42095,41,123,
185,,239,
,1,,
2,19,176,
20,60,,
42,1104,,
,,69,
3,33,,
1,11,188,
,,11,
152,14,167,
25,10,141,
,,1,
9,109,,
67,100,206,
,11,,
33,165,,
731,1,,
2966,,18,
3,120,1,
7,17,137,
472,,1,
,,59,
8,33,,
20476,,113,
1,124,,
,,2,
,,1,
8,200,,
10,196,,
,,16,
3430,110,892,
,,6,
7,3,115,
65026,41,349,1
2,1,5,
3,12,127,
34622,,11,
,1,18,
,,5,
3,2,51,
,,34,
14478,19,20,
,1,,
64,1148,,
29263,53,296,2
5,,93,
,,32,
3,,1,
,51,113,
,,4,
,,253,
1,14,,
,131,,
,1,95,
3,37,,
53,2,2066,
1,6,113,
10,42,,
32,934,,
10,107,,
2273,54,280,
1,19,,
35,331,,
1,,21,
586,5,1422,
12517,8,58,
1,,13,
396,16,54,
9,,115,
10,77,,
184,6,983,
87,,136,
20,392,1,
95,1463,,
63,,4955,
10,366,,
,,10,
,,4,
7139,,224,
653,11,237,
1,,2,
45,2,68,
63,341,,
90,663,,
1,1,55,
3,33,615,
3,7,25,
4,12,144,
10,411,,
36,62,,
6,86,,
1,8,23,
,,5,
14,730,,
7,400,,
,2,,
,,7,
,,3,
35,735,,
134,32,2133,
1,3,87,
2,,3,
8,80,,
95,2,4,
,9,83,
1,1,20,
8,3,6,
,23,,
2,32,,
9,15,,
,111,,
1248,2,22,
9,,37,
4,1,31,
,21,,
3769,13,47,1
,,2,
,,165,
,,15,
98,8,59,
45295,1,88,
4,17,,
,76,,
5,4,290,
202,41,654,
1,7,,
2,55,,
3,22,,
1,,3,
17,,556,
59,436,,
6,78,,
126,,10,
59,,,
19,57,,
84,6,48,
4,182,,
,15,,
1162,3,164,
1,,115,
704,4,8,
64,2,46,
8,10,213,
23,12,312,
881,37,724,
1,1,32,
,2,23,
6,10,490,
9,5,137,
2,31,73,
,1,5,
6,2,44,
,,8,
1,1,15,
,,4,
9,104,,
,,1,
2,40,,
3,43,,
9,58,,
1,4,,
7,11,74,
4,35,,
149583,2,3277,2
5,11,,
52147,61,190,5
654,,18,
,3,12,
333,,,
378,18,243,
,,24,
33,,2,
1,,1,
2,5,528,
,40,,
205,4,8,
20879,,7,
5,31,,
,,6,
,13,1,
2,23,,
2,,10,
,,7,
11,3,177,
182,5,660,
2,4,100,
2239,,,1
323,,48,
2,4,447,
9,3,103,
78395,46,692,2
14278,14,321,1
2,48,,
423,184,4998,1
5,194,,
4127,,1,
4773,14,1807,
1,3,25,
,1,,
2,11,62,
,,4,
,1,27,
,29,,
1,7,,
,4,,
,56,,
37270,20,1019,
,7,67,
536,18,216,
,12,312,
,,4,
2,31,,
,13,,
28,239,,
11,120,,
55,24,3971,
1,39,,
,1,,
6,31,,
259,134,4730,
1,46,,
4531,2,4,
77,927,1,
,46,,
25,37,,
3,16,402,
,,1,
16,109,474,
344878,52,472,4
186,,4958,
1,,3,
,1330,,
75097,126,436,1
2,74,,
137898,808,4309,2
1,19,,
,2,,
,,3,
7,11,82,
,5,,
5752,,123,
7,119,,
111792,134,821,
423,166,4189,
2410,23,135,
,5,,
,24,33,
1,52,,
,,5,
3,262,,
,3,40,
,11,,
5,7,,
,,62,
68,1253,,
,,55,
4469,,63,1
,,7,
,23,,
,132,,
146706,21,121,4
1074,29,250,
44,8,128,
,7,,
,12,8,
,54,,
,1,6,
1,6,166,
1,3,14,
4,130,,
14,190,1620,
29,92,,
1,1,11,
1,235,,
238344,6,708,2
,448,,
27654,,,
,,9,
40,,,
2,38,,
152,,127,
,3,,
1,1,,
4,31,,
4,47,107,
1,12,63,
,31,,
24818,1,8,1
5,73,,
1,4,1,
6,4,13,
,10,,
,178,,
,,15,
19,200,,
6,36,,
164,9,69,
12,5,42,
,33,,
1,13,1,
593,,,
8,102,,
3,20,122,
33,466,,
844,33,92,
30,1,54,
36,9,639,
7112,13,71,
6,103,1,
25639,17,313,
58,,4948,
96,407,,
,25,61,
166,,3705,
4,2,31,
22,130,,
1,3,45,
2,8,,
38,41,441,
39,1,49,
,1,,
,,5,
,1,,
1,1,35,
43,7,681,
3,8,80,
9,128,,
1,1384,,
7,9,299,
1,,36,
15,77,,
197,,490,
7,2,84,
7,4,180,
10,24,,
25,175,,
,,2,
426,2,286,
,2,5,
191,11,5000,
,,4,
68,32,774,
141,63,651,
3,60,,
270,,215,
7,72,,
6210,,6,
14,46,458,
2,6,,
19879,8,559,
14,151,,
293,4,1516,
25995,85,7312,
2,6,,
4,273,,
123349,7,80,3
2,,100,
,,3,
27,120,,
,,29,
89,11,502,
,2,17,
,,11,
1,,44,
79,,4,
4,5,47,
2,,36,
8902,13,125,
3714,11,82,
10,6,485,
2,7,35,
5,4978,,
,37,1,
,,2,
,12,,
1452,21,627,
87,2619,,
1,,10,
2,27,,
38,69,1350,
1731,,3,
80748,1,34,
45271,1,475,1
1,,6,
8,13,1369,
,,11,
17,7,1706,
150,1,1003,
,,15,
2,,53,
72231,,299,1
1135,,17,
1,,21,
2,2,10,
,,1,
56,674,,
1,,46,
,,7,
109,12,72,
,2,9,
87,,1291,
1,439,,
2,,34,
299,,1,
,96,,
360,3,99,
1,54,,
,30,,
2,1,30,
26,49,765,
3,,48,
,2,,
3235,4,31,
1,1,20,
15,18,424,
18553,14,98,
1,4,60,
18,275,,
9850,1,20,
,1,,
8166,5,30,
3,16,,
,,10,
1,60,,
,3,,
47,242,,
66,,1269,
112169,24,687,3
,23,,
1,,2,
434929,24,109,1
18,307,,
1,38,1,
57,718,1987,
,28,,
173,879,,
,1,10,
,,1,
,,19,
56,33,155,
609,,,
1025,2,28,
233,,2369,
3,1,62,
,7,68,
1,4,52,
13,433,,
49,413,,
,,23,
18,188,,
,,12,
34589,31,440,
4163,259,1103,
10050,93,193,1
,,58,
,,64,
1623,1,273,
3,77,,
5,3,11,
22652,12,100,
2509,1,9,
320,2,97,
35,647,,
,,7,
2,,78,
,5,46,
47,384,3,
103935,209,291,
54,2065,,
5,,95,
5,17,117,
64,2,41,
54723,11,204,
76,577,6,
3531,1,1323,
38,,934,
1,,95,
,,7,
45046,4,273,1
1,,1,
61,32,853,1
,,2,
12,58,1,
1306,1,4,
4,29,57,
45,123,2561,
172,3,41,
160,,,
141,471,,
49,65,570,
9,115,728,
,30,,
2,5,59,
31,29,101,
124,49,177,
42,583,1031,
,13,,
111,166,1452,
27,116,593,
1,,1,
64,,2530,
1,55,,
53,22,96,
31,3,32,
26,7,43,
301,21,266,
12,189,,
19,141,,
2,8,73,
33,4,293,
86782,15,661,1
,8,14,
27,,15,
350,190,2074,
2,,113,
2,69,194,
4,,18,
235,,30,
790,5,89,
43,1673,,
977,46,113,
12,44,78,
7,21,87,
1290,51,316,1
2,110,24,
273,29,215,
71,,2,
3740,1,1618,
,2,21,
,3,5,
1,3,359,
5,,12,
,10,173,
2,6,42,
51,75,536,
1,2,,
1,35,,
4,169,,
1,16,,
12462,2,129,
,58,,
11048,1,,
,204,201,
1,13,3,
1,1,10,
10070,,10,
740,41,165,
6,8,544,
161,,3280,
19,,12,
1,64,,
1,29,89,
,,1,
,3,,
36,74,,
1,36,,
76,381,,
,,19,
4,,4,
